0.9615384615384616	Verti Technology Group, Inc	Verti Technology Group, Inc.
0.9615384615384616	Verti Technology Group, Inc.	Verti Technology Group, Inc
0.9565217391304348	Smarter Travel Media LLC	Smarter Travel Media LLC.
0.9565217391304348	Smarter Travel Media LLC.	Smarter Travel Media LLC
0.9565217391304348	Curves International, Inc.	Curves International, Inc
0.9565217391304348	Curves International, Inc	Curves International, Inc.
0.9523809523809523	Minyanville Media, Inc	Minyanville Media, Inc.
0.9523809523809523	Minyanville Media, Inc.	Minyanville Media, Inc
0.9375	Centaur Media Plc.	Centaur Media PLC
0.9375	Centaur Media PLC	Centaur Media Plc.
0.9230769230769231	CyberPower Inc.	CyberPower Inc
0.9230769230769231	CyberPower Inc	CyberPower Inc.
0.9	Regional Tourism Organization 7	Regional Tourism Organization #3
0.9	Regional Tourism Organization #3	Regional Tourism Organization 7
0.896551724137931	Siilver Linings Playbook Movie	Silver Linings Playbook Movie
0.896551724137931	Silver Linings Playbook Movie	Siilver Linings Playbook Movie
0.8723404255319149	The Twilight Saga Breaking Dawn - Part 2 Movie	The Twilight Saga Breaking Dawn - Part 1 Movie
0.8723404255319149	The Twilight Saga Breaking Dawn - Part 1 Movie	The Twilight Saga Breaking Dawn - Part 2 Movie
0.8666666666666667	Feld Entertainment	LD Entertainment
0.8666666666666667	LD Entertainment	Feld Entertainment
0.8636363636363636	Millenium Entertainment	Millennium Entertainment
0.8636363636363636	Millennium Entertainment	Millenium Entertainment
0.8571428571428571	W3i, LLC.	W3i, LLC
0.8571428571428571	W3i, LLC	W3i, LLC.
0.8536585365853658	The United Service Organizations Inc.	The United Service Organizations Inc. (USO)
0.8536585365853658	The United Service Organizations Inc. (USO)	The United Service Organizations Inc.
0.8461538461538461	brightsolid online publishing (US) Inc	brightsolid online publishing (UK) Inc
0.8461538461538461	brightsolid online publishing (UK) Inc	brightsolid online publishing (US) Inc
0.8421052631578947	Broadway Center for the Performing Arts	Ordway Center for the Performing Arts
0.8421052631578947	Bellhaven University	Belhaven University
0.8421052631578947	Belhaven University	Bellhaven University
0.8421052631578947	Ordway Center for the Performing Arts	Broadway Center for the Performing Arts
0.84	The Las Vegas Review-Journal	Las Vegas Review-Journal
0.84	Las Vegas Review-Journal	The Las Vegas Review-Journal
0.8235294117647058	International Data Group, Inc. (IDG)	International Data Group, Inc.
0.8235294117647058	America�s Cup Event Authority LLC	America's Cup Event Authority LLC
0.8235294117647058	America's Cup Event Authority LLC	America�s Cup Event Authority LLC
0.8235294117647058	International Data Group, Inc.	International Data Group, Inc. (IDG)
0.8125	YSI Incorporated	VISI Incorporated
0.8125	IMAX Corporation	ENMAX Corporation
0.8125	VISI Incorporated	YSI Incorporated
0.8125	ENMAX Corporation	IMAX Corporation
0.8064516129032258	Schwan�s Consumer Brands, Inc.	Schwan's Consumer Brands, Inc.
0.8064516129032258	Free College Scholarship, LLC.	Free College Scholarships, LLC
0.8064516129032258	Free College Scholarships, LLC	Free College Scholarship, LLC.
0.8064516129032258	Schwan's Consumer Brands, Inc.	Schwan�s Consumer Brands, Inc.
0.8048780487804879	President and Fellows of Harvard College	President & Fellows of Harvard College
0.8048780487804879	President & Fellows of Harvard College	President and Fellows of Harvard College
0.8	University of Kentucky	University of Kent
0.8	Booking.com	Cooking.com
0.8	CA Technologies	TOA Technologies
0.8	University of Mary	University of Maryland
0.8	The E.W. Scripps Company	The E. W. Scripps Company
0.8	NBC Entertainment	DC Entertainment
0.8	University of Kent	University of Kentucky
0.8	AMC Entertainment	DC Entertainment
0.8	TOA Technologies	CA Technologies
0.8	The E. W. Scripps Company	The E.W. Scripps Company
0.8	Cooking.com	Booking.com
0.8	DC Entertainment	AMC Entertainment
0.8	DC Entertainment	NBC Entertainment
0.8	University of Maryland	University of Mary
0.8	On the Road Movie	The Road Movie
0.8	The Road Movie	On the Road Movie
0.7916666666666666	FilmDistrict Distribution	FilmDistrict Distribution, LLC
0.7916666666666666	Parent Media Group Inc.	Parent Media Group, Inc.
0.7916666666666666	Parent Media Group, Inc.	Parent Media Group Inc.
0.7916666666666666	FilmDistrict Distribution, LLC	FilmDistrict Distribution
0.7878787878787878	Golfland Entertainment Centers, Inc.	GOLFLAND ENTERTAINMENT CENTER. INC.
0.7878787878787878	GOLFLAND ENTERTAINMENT CENTER. INC.	Golfland Entertainment Centers, Inc.
0.782608695652174	Crain Communications Inc.	Crain Communications
0.782608695652174	Festival Fun Parks LLC	Festival Fun Parks, LLC
0.782608695652174	Crain Communications	Crain Communications Inc.
0.782608695652174	Festival Fun Parks, LLC	Festival Fun Parks LLC
0.7804878048780488	Texas Health Presbyterian Hospital	Texas Health Presbyterian Hospital Rockwall
0.7804878048780488	Texas Health Presbyterian Hospital Rockwall	Texas Health Presbyterian Hospital
0.7777777777777778	GREE, Inc.	Cree, Inc.
0.7777777777777778	Games.com	pcgames.com
0.7777777777777778	Cree, Inc.	GREE, Inc.
0.7777777777777778	pcgames.com	Games.com
0.7692307692307693	Saint Joseph�s University	Saint Joseph's University
0.7692307692307693	Saint Joseph's University	Saint Joseph�s University
0.7692307692307693	J. Edgar Movie	J Edgar Movie
0.7692307692307693	J Edgar Movie	J. Edgar Movie
0.7666666666666667	TNOW Entertainment Group, Inc.	TLA Entertainment Group, Inc.
0.7666666666666667	TLA Entertainment Group, Inc.	TNOW Entertainment Group, Inc.
0.7647058823529411	ES London Limited	VF London Limited
0.7647058823529411	Miracle Hydrate LLC	Miracle Hydrate
0.7647058823529411	American Animal Hospital Association	American Hospital Association
0.7647058823529411	American Hospital Association	American Animal Hospital Association
0.7647058823529411	Miracle Hydrate	Miracle Hydrate LLC
0.7647058823529411	BOMA International	EA International
0.7647058823529411	VF London Limited	ES London Limited
0.7647058823529411	V�XA International	EA International
0.7647058823529411	New York State Department of Health	New York Department of Health
0.7647058823529411	New York Department of Health	New York State Department of Health
0.7647058823529411	EA International	V�XA International
0.7647058823529411	EA International	BOMA International
0.7619047619047619	Covers Media Group Ltd.	Covers Media Group
0.7619047619047619	Northeastern University	Eastern University
0.7619047619047619	Eastern University	Northeastern University
0.7619047619047619	Covers Media Group	Covers Media Group Ltd.
0.76	APL Federal Credit Union	GCS Federal Credit Union
0.76	Atom Entertainment, Inc.	Capcom Entertainment, Inc.
0.76	Cox Communications, Inc.	KBZ Communications, Inc.
0.76	En Masse Entertainment, Inc.	En Masse Entertainment
0.76	En Masse Entertainment	En Masse Entertainment, Inc.
0.76	GCS Federal Credit Union	APL Federal Credit Union
0.76	KBZ Communications, Inc.	Cox Communications, Inc.
0.76	Capcom Entertainment, Inc.	Atom Entertainment, Inc.
0.7586206896551724	University of California, Davis	University of California
0.7586206896551724	Savvis Communications Corporation	Emmis Communications Corporation
0.7586206896551724	University of California, Riverside	University of California
0.7586206896551724	University of Washington Tacoma	University of Washington
0.7586206896551724	Emmis Communications Corporation	Savvis Communications Corporation
0.7586206896551724	University of California	University of California, Riverside
0.7586206896551724	University of California	University of California, Davis
0.7586206896551724	University of Washington	University of Washington Tacoma
0.7575757575757576	Door County Chamber of Commerce	Flagler County Chamber of Commerce
0.7575757575757576	ABC Owned Television Stations Group	NBC Owned Television Stations
0.7575757575757576	Flagler County Chamber of Commerce	Door County Chamber of Commerce
0.7575757575757576	NBC Owned Television Stations	ABC Owned Television Stations Group
